INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162093358,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,11/14/16 23:31,2016,11,Monday,23,Part One,WENDOVER ST,42.31820434,-71.06657287,"(42.31820434, -71.06657287)"
I162093358,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,Y,11/14/16 23:31,2016,11,Monday,23,Part One,WENDOVER ST,42.31820434,-71.06657287,"(42.31820434, -71.06657287)"
I162093358,1402,Vandalism,VANDALISM,B2,238,Y,11/14/16 23:31,2016,11,Monday,23,Part Two,WENDOVER ST,42.31820434,-71.06657287,"(42.31820434, -71.06657287)"
I162093213,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,359,Y,11/14/16 14:57,2016,11,Monday,14,Part One,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
I162093213,3170,Other,INTIMIDATING WITNESS,C11,359,Y,11/14/16 14:57,2016,11,Monday,14,Part Three,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
I162092748,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,901,Y,11/12/16 17:46,2016,11,Saturday,17,Part One,SMITH ST,42.33363658,-71.09841709,"(42.33363658, -71.09841709)"
I162092746,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,944,Y,11/12/16 16:46,2016,11,Saturday,16,Part One,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I162092494,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,181,Y,11/11/16 17:27,2016,11,Friday,17,Part Two,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
I162092494,3130,Search Warrants,SEARCH WARRANT,B2,181,Y,11/11/16 17:27,2016,11,Friday,17,Part Three,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
I162092494,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,181,Y,11/11/16 17:27,2016,11,Friday,17,Part One,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
I162091710,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,474,Y,11/8/16 22:45,2016,11,Tuesday,22,Part One,SAVANNAH AVE,42.27373936,-71.10108024,"(42.27373936, -71.10108024)"
I162091158,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,328,Y,11/7/16 2:40,2016,11,Monday,2,Part One,MAGNOLIA ST,42.31086842,-71.07425854,"(42.31086842, -71.07425854)"
I162091087,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,279,Y,11/6/16 19:47,2016,11,Sunday,19,Part One,DUDLEY ST,42.328597,-71.08274741,"(42.32859700, -71.08274741)"
I162090649,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,319,Y,11/5/16 10:10,2016,11,Saturday,10,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I162090649,3125,Warrant Arrests,WARRANT ARREST,B2,319,Y,11/5/16 10:10,2016,11,Saturday,10,Part Three,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I162090649,3130,Search Warrants,SEARCH WARRANT,B2,319,Y,11/5/16 10:10,2016,11,Saturday,10,Part Three,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I162090599,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,464,Y,11/5/16 1:16,2016,11,Saturday,1,Part Two,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)"
I162090599,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,464,Y,11/5/16 1:16,2016,11,Saturday,1,Part One,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)"
I162090597,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,345,Y,11/5/16 0:39,2016,11,Saturday,0,Part One,BENTHAM RD,42.30328747,-71.06363409,"(42.30328747, -71.06363409)"
I162090282,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,912,Y,11/4/16 18:30,2016,11,Friday,18,Part One,CHESTNUT TER,42.31548515,-71.10615496,"(42.31548515, -71.10615496)"
I162090282,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,E13,912,Y,11/4/16 18:30,2016,11,Friday,18,Part Two,CHESTNUT TER,42.31548515,-71.10615496,"(42.31548515, -71.10615496)"
I162090277,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,11/3/16 23:45,2016,11,Thursday,23,Part One,WENDOVER ST,42.31921209,-71.06615772,"(42.31921209, -71.06615772)"
I162089429,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,11/1/16 14:16,2016,11,Tuesday,14,Part One,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I162088605,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,10/29/16 16:27,2016,10,Saturday,16,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
I162088581,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,460,Y,10/29/16 14:27,2016,10,Saturday,14,Part One,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
I162087894,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,458,Y,10/26/16 23:51,2016,10,Wednesday,23,Part One,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
I162087131,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",D4, ,Y,10/24/16 13:33,2016,10,Monday,13,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I162087131,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4, ,Y,10/24/16 13:33,2016,10,Monday,13,Part One,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I162087131,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,Y,10/24/16 13:33,2016,10,Monday,13,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I162086825,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18,516,Y,10/23/16 11:30,2016,10,Sunday,11,Part One,WILLIAMS AVE,42.25022843,-71.11831536,"(42.25022843, -71.11831536)"
I162086460,3114,Investigate Property,INVESTIGATE PROPERTY,B3,444,Y,10/22/16 0:52,2016,10,Saturday,0,Part Three,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
I162086460,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,10/22/16 0:52,2016,10,Saturday,0,Part One,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
I162086029,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,305,Y,10/20/16 15:40,2016,10,Thursday,15,Part One,MARTIN LUTHER KING JR BLV,42.31996824,-71.08859562,"(42.31996824, -71.08859562)"
I162085838,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,319,Y,10/19/16 22:52,2016,10,Wednesday,22,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I162085432,3125,Warrant Arrests,WARRANT ARREST,C11,361,Y,10/18/16 17:43,2016,10,Tuesday,17,Part Three,DORCHESTER AVE,42.29480297,-71.06175129,"(42.29480297, -71.06175129)"
I162085432,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,361,Y,10/18/16 17:43,2016,10,Tuesday,17,Part One,DORCHESTER AVE,42.29480297,-71.06175129,"(42.29480297, -71.06175129)"
I162085177,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,396,Y,10/18/16 18:03,2016,10,Tuesday,18,Part One,WELLES AVE,42.2896322,-71.06490373,"(42.28963220, -71.06490373)"
I162084852,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13, ,Y,10/16/16 19:36,2016,10,Sunday,19,Part One,SCHOOL ST,,,"(0.00000000, 0.00000000)"
I162084533,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,279,Y,10/15/16 15:58,2016,10,Saturday,15,Part Two,WINSLOW ST,42.32882991,-71.08144379,"(42.32882991, -71.08144379)"
I162084533,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,279,Y,10/15/16 15:58,2016,10,Saturday,15,Part One,WINSLOW ST,42.32882991,-71.08144379,"(42.32882991, -71.08144379)"
I162084533,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,279,Y,10/15/16 15:58,2016,10,Saturday,15,Part One,WINSLOW ST,42.32882991,-71.08144379,"(42.32882991, -71.08144379)"
I162083769,3001,Medical Assistance,DEATH INVESTIGATION,A7,7,Y,10/12/16 22:51,2016,10,Wednesday,22,Part Three,GLADSTONE ST,42.38957164,-71.00692077,"(42.38957164, -71.00692077)"
I162082704,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,943,Y,10/9/16 3:31,2016,10,Sunday,3,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162082704,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,943,Y,10/9/16 3:31,2016,10,Sunday,3,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162082704,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,943,Y,10/9/16 3:31,2016,10,Sunday,3,Part One,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162082704,1845,Drug Violation,DRUGS - POSS CLASS D,B3,943,Y,10/9/16 3:31,2016,10,Sunday,3,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162082704,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,943,Y,10/9/16 3:31,2016,10,Sunday,3,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162082684,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,589,Y,10/9/16 1:03,2016,10,Sunday,1,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I162082684,3125,Warrant Arrests,WARRANT ARREST,B2,589,Y,10/9/16 1:03,2016,10,Sunday,1,Part Three,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I162082657,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,307,Y,10/8/16 22:56,2016,10,Saturday,22,Part One,COLUMBUS AVE,42.31370136,-71.09551192,"(42.31370136, -71.09551192)"
I162081928,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,296,Y,10/6/16 18:36,2016,10,Thursday,18,Part One,DUNREATH ST,42.32300514,-71.08081696,"(42.32300514, -71.08081696)"
I162081928,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,296,Y,10/6/16 18:36,2016,10,Thursday,18,Part Two,DUNREATH ST,42.32300514,-71.08081696,"(42.32300514, -71.08081696)"
I162081907,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,268,Y,10/6/16 17:30,2016,10,Thursday,17,Part One,DEARBORN ST,42.32909775,-71.07906694,"(42.32909775, -71.07906694)"
I162080713,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,461,Y,10/2/16 16:47,2016,10,Sunday,16,Part One,BOWDOIN AVE,42.3031123,-71.0770751,"(42.30311230, -71.07707510)"
I162080292,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,260,Y,10/1/16 4:32,2016,10,Saturday,4,Part One,HARTFORD ST,42.3162513,-71.07289969,"(42.31625130, -71.07289969)"
I162080292,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,260,Y,10/1/16 4:32,2016,10,Saturday,4,Part One,HARTFORD ST,42.3162513,-71.07289969,"(42.31625130, -71.07289969)"
I162078997,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,912,Y,9/27/16 0:56,2016,9,Tuesday,0,Part One,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
I162078402,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,133,Y,9/25/16 2:08,2016,9,Sunday,2,Part One,CLARENDON ST,42.35147336,-71.07560042,"(42.35147336, -71.07560042)"
I162077614,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,317,Y,9/22/16 16:24,2016,9,Thursday,16,Part Two,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I162077614,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,317,Y,9/22/16 16:24,2016,9,Thursday,16,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I162077407,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,410,Y,9/21/16 21:16,2016,9,Wednesday,21,Part One,CEDAR ST,42.27374058,-71.0757262,"(42.27374058, -71.07572620)"
I162077078,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,823,Y,9/20/16 20:06,2016,9,Tuesday,20,Part One,DOWNER AVE,42.31154172,-71.06122543,"(42.31154172, -71.06122543)"
I162077070,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,263,Y,9/20/16 20:34,2016,9,Tuesday,20,Part One,DUDLEY ST,42.3235611,-71.07374226,"(42.32356110, -71.07374226)"
I162077070,1845,Drug Violation,DRUGS - POSS CLASS D,B2,263,Y,9/20/16 20:34,2016,9,Tuesday,20,Part Two,DUDLEY ST,42.3235611,-71.07374226,"(42.32356110, -71.07374226)"
I162077070,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,263,Y,9/20/16 20:34,2016,9,Tuesday,20,Part Two,DUDLEY ST,42.3235611,-71.07374226,"(42.32356110, -71.07374226)"
I162076439,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,800,Y,9/18/16 22:10,2016,9,Sunday,22,Part One,LINDEN ST,42.35540113,-71.13090649,"(42.35540113, -71.13090649)"
I162076074,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,9/17/16 18:57,2016,9,Saturday,18,Part One,CLAYBOURNE ST,42.29653192,-71.07125916,"(42.29653192, -71.07125916)"
I162075905,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,366,Y,9/17/16 2:19,2016,9,Saturday,2,Part One,FLORIDA ST,42.2901783,-71.05937392,"(42.29017830, -71.05937392)"
I162074754,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,312,Y,9/13/16 16:47,2016,9,Tuesday,16,Part One,HAROLD ST,42.31759494,-71.0897044,"(42.31759494, -71.08970440)"
I162073953,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11, ,Y,9/10/16 23:07,2016,9,Saturday,23,Part One,,,,"(0.00000000, 0.00000000)"
I162073682,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,905,Y,9/10/16 0:54,2016,9,Saturday,0,Part One,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)"
I162073342,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,282,Y,2/3/17 0:00,2017,2,Friday,0,Part One,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162073342,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,282,Y,2/3/17 0:00,2017,2,Friday,0,Part One,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162073342,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,282,Y,2/3/17 0:00,2017,2,Friday,0,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162073342,3130,Search Warrants,SEARCH WARRANT,B2,282,Y,2/3/17 0:00,2017,2,Friday,0,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162073020,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,454,Y,9/7/16 19:44,2016,9,Wednesday,19,Part One,RIPLEY RD,42.29926303,-71.07626513,"(42.29926303, -71.07626513)"
I162072280,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,286,Y,9/5/16 2:11,2016,9,Monday,2,Part One,RUGGLES ST,42.334912,-71.088464,"(42.33491200, -71.08846400)"
I162072280,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2,286,Y,9/5/16 2:11,2016,9,Monday,2,Part Two,RUGGLES ST,42.334912,-71.088464,"(42.33491200, -71.08846400)"
I162072272,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,906,Y,9/5/16 1:41,2016,9,Monday,1,Part One,HORAN WAY,42.32547536,-71.10253482,"(42.32547536, -71.10253482)"
I162071993,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,261,Y,9/3/16 23:42,2016,9,Saturday,23,Part One,W COTTAGE ST,42.32105956,-71.07313291,"(42.32105956, -71.07313291)"
I162071653,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13, ,Y,9/2/16 21:10,2016,9,Friday,21,Part One,,,,"(0.00000000, 0.00000000)"
I162069477,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,336,Y,8/27/16 2:51,2016,8,Saturday,2,Part One,NORTON ST,42.30626521,-71.06864556,"(42.30626521, -71.06864556)"
I162069476,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,634,Y,8/27/16 3:33,2016,8,Saturday,3,Part One,CENTRE ST,42.32015414,-71.11119859,"(42.32015414, -71.11119859)"
I162069476,3125,Warrant Arrests,WARRANT ARREST,E13,634,Y,8/27/16 3:33,2016,8,Saturday,3,Part Three,CENTRE ST,42.32015414,-71.11119859,"(42.32015414, -71.11119859)"
I162069471,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,344,Y,8/27/16 1:39,2016,8,Saturday,1,Part One,WESTVILLE ST,42.30010597,-71.0710271,"(42.30010597, -71.07102710)"
I162069440,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,411,Y,8/26/16 21:16,2016,8,Friday,21,Part One,STANDARD ST,42.27451263,-71.08004896,"(42.27451263, -71.08004896)"
I162068906,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,457,Y,8/25/16 0:59,2016,8,Thursday,0,Part One,MCLELLAN ST,42.30006791,-71.08430796,"(42.30006791, -71.08430796)"
I162068906,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,457,Y,8/25/16 0:59,2016,8,Thursday,0,Part Two,MCLELLAN ST,42.30006791,-71.08430796,"(42.30006791, -71.08430796)"
I162068258,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,455,Y,8/23/16 2:14,2016,8,Tuesday,2,Part One,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I162067894,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,572,Y,8/21/16 22:40,2016,8,Sunday,22,Part One,DIXWELL ST,42.31433402,-71.09791405,"(42.31433402, -71.09791405)"
I162067634,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,945,Y,8/20/16 23:46,2016,8,Saturday,23,Part One,WESTVIEW ST,42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
I162067346,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,238,Y,8/20/16 0:05,2016,8,Saturday,0,Part One,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162067346,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,Y,8/20/16 0:05,2016,8,Saturday,0,Part One,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162067346,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,238,Y,8/20/16 0:05,2016,8,Saturday,0,Part Two,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162067346,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",B2,238,Y,8/20/16 0:05,2016,8,Saturday,0,Part Two,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162067346,3016,Medical Assistance,FIREARM/WEAPON - ACCIDENTAL INJURY / DEATH,B2,238,Y,8/20/16 0:05,2016,8,Saturday,0,Part Three,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162067346,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,8/20/16 0:05,2016,8,Saturday,0,Part One,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162067346,3125,Warrant Arrests,WARRANT ARREST,B2,238,Y,8/20/16 0:05,2016,8,Saturday,0,Part Three,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I162067011,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,501,Y,8/18/16 22:23,2016,8,Thursday,22,Part One,ORLANDO ST,,,"(0.00000000, 0.00000000)"
I162067011,423,Aggravated Assault,ASSAULT - AGGRAVATED,E18,501,Y,8/18/16 22:23,2016,8,Thursday,22,Part One,ORLANDO ST,,,"(0.00000000, 0.00000000)"
I162067011,3125,Warrant Arrests,WARRANT ARREST,E18,501,Y,8/18/16 22:23,2016,8,Thursday,22,Part Three,ORLANDO ST,,,"(0.00000000, 0.00000000)"
I162066921,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,503,Y,8/18/16 19:23,2016,8,Thursday,19,Part One,AMERICAN LEGION HWY,42.28772613,-71.10678708,"(42.28772613, -71.10678708)"
I162066265,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,417,Y,8/16/16 16:29,2016,8,Tuesday,16,Part One,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)"
I162066023,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,914,Y,8/15/16 23:40,2016,8,Monday,23,Part One,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
I162065072,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,453,Y,8/12/16 23:38,2016,8,Friday,23,Part One,ALGONQUIN ST,42.29779501,-71.07384157,"(42.29779501, -71.07384157)"
I162064751,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,324,Y,8/11/16 23:39,2016,8,Thursday,23,Part One,BLUE HILL AVE,42.31803027,-71.07787472,"(42.31803027, -71.07787472)"
I162064751,3125,Warrant Arrests,WARRANT ARREST,B2,324,Y,8/11/16 23:39,2016,8,Thursday,23,Part Three,BLUE HILL AVE,42.31803027,-71.07787472,"(42.31803027, -71.07787472)"
I162064098,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,262,Y,8/9/16 23:19,2016,8,Tuesday,23,Part Two,DUDLEY ST,42.3219697,-71.07242529,"(42.32196970, -71.07242529)"
I162064098,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,262,Y,8/9/16 23:19,2016,8,Tuesday,23,Part One,DUDLEY ST,42.3219697,-71.07242529,"(42.32196970, -71.07242529)"
I162061140,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,459,Y,7/31/16 3:48,2016,7,Sunday,3,Part One,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061140,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,459,Y,7/31/16 3:48,2016,7,Sunday,3,Part Two,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061140,1402,Vandalism,VANDALISM,C11,459,Y,7/31/16 3:48,2016,7,Sunday,3,Part Two,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061073,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,360,Y,7/30/16 22:42,2016,7,Saturday,22,Part One,BOURNESIDE ST,,,"(0.00000000, 0.00000000)"
I162060990,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,282,Y,7/30/16 17:12,2016,7,Saturday,17,Part Two,SAINT JAMES ST,42.32672962,-71.08570602,"(42.32672962, -71.08570602)"
I162060990,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,282,Y,7/30/16 17:12,2016,7,Saturday,17,Part One,SAINT JAMES ST,42.32672962,-71.08570602,"(42.32672962, -71.08570602)"
I162060517,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,334,Y,7/29/16 0:53,2016,7,Friday,0,Part One,TRULL ST,42.31184601,-71.06684447,"(42.31184601, -71.06684447)"
I162059839,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,425,Y,7/27/16 0:01,2016,7,Wednesday,0,Part One,BABSON ST,42.27193751,-71.0921354,"(42.27193751, -71.09213540)"
I162059512,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,316,Y,7/26/16 0:56,2016,7,Tuesday,0,Part One,HUTCHINGS ST,42.31190343,-71.09255937,"(42.31190343, -71.09255937)"
I162059501,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,341,Y,7/25/16 23:20,2016,7,Monday,23,Part One,STONEHURST ST,42.30444352,-71.06778638,"(42.30444352, -71.06778638)"
I162058558,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,416,Y,7/22/16 21:45,2016,7,Friday,21,Part One,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I162058558,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,416,Y,7/22/16 21:45,2016,7,Friday,21,Part One,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I162058557,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,406,Y,7/22/16 21:06,2016,7,Friday,21,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I162058557,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,406,Y,7/22/16 21:06,2016,7,Friday,21,Part Two,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I162058298,301,Robbery,ROBBERY - STREET,D14,939,Y,7/21/16 22:20,2016,7,Thursday,22,Part One,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)"
I162058281,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,434,Y,7/21/16 22:39,2016,7,Thursday,22,Part One,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I162055287,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,914,Y,7/11/16 23:03,2016,7,Monday,23,Part One,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
